SCHOOL_YEAR,LEVEL_CODE,DIV_NUM,DIV_NAME,SCH_NUM,SCH_NAME,FEDERAL_RACE_CODE,GENDER,DISABILITY_FLAG,LEP_FLAG,DISADVANTAGED_FLAG,CTE_PROGRAM_NUM,CTE_PROGRAM_NAME,COMPLETER_CNT
2014-2015,DIV,14,Buchanan County ,,,5,F,N,N,N,0302,Printing Technology,16
2014-2015,DIV,14,Buchanan County ,,,5,F,N,N,Y,0302,Printing Technology,18
2014-2015,DIV,14,Buchanan County ,,,5,F,N,N,,0302,Printing Technology,34
2014-2015,DIV,14,Buchanan County ,,,5,F,N,,N,0302,Printing Technology,16
2014-2015,DIV,14,Buchanan County ,,,5,F,N,,Y,0302,Printing Technology,18
2014-2015,DIV,14,Buchanan County ,,,5,F,N,,,0302,Printing Technology,34
2014-2015,DIV,14,Buchanan County ,,,5,F,,N,N,0302,Printing Technology,16
2014-2015,DIV,14,Buchanan County ,,,5,F,,N,Y,0302,Printing Technology,21
2014-2015,DIV,14,Buchanan County ,,,5,F,,N,,0302,Printing Technology,37
2014-2015,DIV,14,Buchanan County ,,,5,F,,,N,0302,Printing Technology,16
2014-2015,DIV,14,Buchanan County ,,,5,F,,,Y,0302,Printing Technology,21
2014-2015,DIV,14,Buchanan County ,,,5,F,,,,0302,Printing Technology,37
2014-2015,DIV,14,Buchanan County ,,,5,M,N,N,N,0302,Printing Technology,12
2014-2015,DIV,14,Buchanan County ,,,5,M,N,N,,0302,Printing Technology,20
2014-2015,DIV,14,Buchanan County ,,,5,M,N,,N,0302,Printing Technology,12
2014-2015,DIV,14,Buchanan County ,,,5,M,N,,,0302,Printing Technology,20
2014-2015,DIV,14,Buchanan County ,,,5,M,,N,N,0302,Printing Technology,13
2014-2015,DIV,14,Buchanan County ,,,5,M,,N,,0302,Printing Technology,23
2014-2015,DIV,14,Buchanan County ,,,5,M,,,N,0302,Printing Technology,13
2014-2015,DIV,14,Buchanan County ,,,5,M,,,,0302,Printing Technology,23
2014-2015,DIV,14,Buchanan County ,,,5,,N,N,N,0302,Printing Technology,28
2014-2015,DIV,14,Buchanan County ,,,5,,N,N,Y,0302,Printing Technology,26
2014-2015,DIV,14,Buchanan County ,,,5,,N,N,,0302,Printing Technology,54
2014-2015,DIV,14,Buchanan County ,,,5,,N,,N,0302,Printing Technology,28
2014-2015,DIV,14,Buchanan County ,,,5,,N,,Y,0302,Printing Technology,26
2014-2015,DIV,14,Buchanan County ,,,5,,N,,,0302,Printing Technology,54
2014-2015,DIV,14,Buchanan County ,,,5,,,N,N,0302,Printing Technology,29
2014-2015,DIV,14,Buchanan County ,,,5,,,N,Y,0302,Printing Technology,31
2014-2015,DIV,14,Buchanan County ,,,5,,,N,,0302,Printing Technology,60
2014-2015,DIV,14,Buchanan County ,,,5,,,,N,0302,Printing Technology,29
2014-2015,DIV,14,Buchanan County ,,,5,,,,Y,0302,Printing Technology,31
2014-2015,DIV,14,Buchanan County ,,,5,,,,,0302,Printing Technology,60
2014-2015,DIV,14,Buchanan County ,,,,F,N,N,N,0302,Printing Technology,16
2014-2015,DIV,14,Buchanan County ,,,,F,N,N,Y,0302,Printing Technology,18
2014-2015,DIV,14,Buchanan County ,,,,F,N,N,,0302,Printing Technology,34
2014-2015,DIV,14,Buchanan County ,,,,F,N,,N,0302,Printing Technology,16
2014-2015,DIV,14,Buchanan County ,,,,F,N,,Y,0302,Printing Technology,18
2014-2015,DIV,14,Buchanan County ,,,,F,N,,,0302,Printing Technology,34
2014-2015,DIV,14,Buchanan County ,,,,F,,N,N,0302,Printing Technology,16
2014-2015,DIV,14,Buchanan County ,,,,F,,N,Y,0302,Printing Technology,21
2014-2015,DIV,14,Buchanan County ,,,,F,,N,,0302,Printing Technology,37
2014-2015,DIV,14,Buchanan County ,,,,F,,,N,0302,Printing Technology,16
2014-2015,DIV,14,Buchanan County ,,,,F,,,Y,0302,Printing Technology,21
2014-2015,DIV,14,Buchanan County ,,,,F,,,,0302,Printing Technology,37
2014-2015,DIV,14,Buchanan County ,,,,M,N,N,N,0302,Printing Technology,12
2014-2015,DIV,14,Buchanan County ,,,,M,N,N,,0302,Printing Technology,20
2014-2015,DIV,14,Buchanan County ,,,,M,N,,N,0302,Printing Technology,13
2014-2015,DIV,14,Buchanan County ,,,,M,N,,,0302,Printing Technology,21
2014-2015,DIV,14,Buchanan County ,,,,M,,N,N,0302,Printing Technology,13
2014-2015,DIV,14,Buchanan County ,,,,M,,N,,0302,Printing Technology,23
2014-2015,DIV,14,Buchanan County ,,,,M,,,N,0302,Printing Technology,14
2014-2015,DIV,14,Buchanan County ,,,,M,,,,0302,Printing Technology,24
2014-2015,DIV,14,Buchanan County ,,,,,N,N,N,0302,Printing Technology,28
2014-2015,DIV,14,Buchanan County ,,,,,N,N,Y,0302,Printing Technology,26
2014-2015,DIV,14,Buchanan County ,,,,,N,N,,0302,Printing Technology,54
2014-2015,DIV,14,Buchanan County ,,,,,N,,N,0302,Printing Technology,29
2014-2015,DIV,14,Buchanan County ,,,,,N,,Y,0302,Printing Technology,26
2014-2015,DIV,14,Buchanan County ,,,,,N,,,0302,Printing Technology,55
2014-2015,DIV,14,Buchanan County ,,,,,,N,N,0302,Printing Technology,29
2014-2015,DIV,14,Buchanan County ,,,,,,N,Y,0302,Printing Technology,31
2014-2015,DIV,14,Buchanan County ,,,,,,N,,0302,Printing Technology,60
2014-2015,DIV,14,Buchanan County ,,,,,,,N,0302,Printing Technology,30
2014-2015,DIV,14,Buchanan County ,,,,,,,Y,0302,Printing Technology,31
2014-2015,DIV,14,Buchanan County ,,,,,,,,0302,Printing Technology,61
2014-2015,DIV,14,Buchanan County ,,,5,,N,N,,0402,Business Information Management,17
2014-2015,DIV,14,Buchanan County ,,,5,,N,,,0402,Business Information Management,17
2014-2015,DIV,14,Buchanan County ,,,5,,,N,,0402,Business Information Management,17
2014-2015,DIV,14,Buchanan County ,,,5,,,,,0402,Business Information Management,17
2014-2015,DIV,14,Buchanan County ,,,,,N,N,,0402,Business Information Management,17
2014-2015,DIV,14,Buchanan County ,,,,,N,,,0402,Business Information Management,17
2014-2015,DIV,14,Buchanan County ,,,,,,N,,0402,Business Information Management,17
2014-2015,DIV,14,Buchanan County ,,,,,,,,0402,Business Information Management,17
2014-2015,DIV,14,Buchanan County ,,,5,F,N,N,Y,0801,Therapeutic Services,13
2014-2015,DIV,14,Buchanan County ,,,5,F,N,N,,0801,Therapeutic Services,18
2014-2015,DIV,14,Buchanan County ,,,5,F,N,,Y,0801,Therapeutic Services,13
2014-2015,DIV,14,Buchanan County ,,,5,F,N,,,0801,Therapeutic Services,18
2014-2015,DIV,14,Buchanan County ,,,5,F,,N,Y,0801,Therapeutic Services,14
2014-2015,DIV,14,Buchanan County ,,,5,F,,N,,0801,Therapeutic Services,20
2014-2015,DIV,14,Buchanan County ,,,5,F,,,Y,0801,Therapeutic Services,14
2014-2015,DIV,14,Buchanan County ,,,5,F,,,,0801,Therapeutic Services,20
2014-2015,DIV,14,Buchanan County ,,,5,,N,N,Y,0801,Therapeutic Services,13
2014-2015,DIV,14,Buchanan County ,,,5,,N,N,,0801,Therapeutic Services,18
2014-2015,DIV,14,Buchanan County ,,,5,,N,,Y,0801,Therapeutic Services,13
2014-2015,DIV,14,Buchanan County ,,,5,,N,,,0801,Therapeutic Services,18
2014-2015,DIV,14,Buchanan County ,,,5,,,N,Y,0801,Therapeutic Services,14
2014-2015,DIV,14,Buchanan County ,,,5,,,N,,0801,Therapeutic Services,20
2014-2015,DIV,14,Buchanan County ,,,5,,,,Y,0801,Therapeutic Services,14
2014-2015,DIV,14,Buchanan County ,,,5,,,,,0801,Therapeutic Services,20
2014-2015,DIV,14,Buchanan County ,,,,F,N,N,Y,0801,Therapeutic Services,13
2014-2015,DIV,14,Buchanan County ,,,,F,N,N,,0801,Therapeutic Services,18
2014-2015,DIV,14,Buchanan County ,,,,F,N,,Y,0801,Therapeutic Services,13
2014-2015,DIV,14,Buchanan County ,,,,F,N,,,0801,Therapeutic Services,18
2014-2015,DIV,14,Buchanan County ,,,,F,,N,Y,0801,Therapeutic Services,14
2014-2015,DIV,14,Buchanan County ,,,,F,,N,,0801,Therapeutic Services,20
2014-2015,DIV,14,Buchanan County ,,,,F,,,Y,0801,Therapeutic Services,14
2014-2015,DIV,14,Buchanan County ,,,,F,,,,0801,Therapeutic Services,20
2014-2015,DIV,14,Buchanan County ,,,,,N,N,Y,0801,Therapeutic Services,13
2014-2015,DIV,14,Buchanan County ,,,,,N,N,,0801,Therapeutic Services,18
2014-2015,DIV,14,Buchanan County ,,,,,N,,Y,0801,Therapeutic Services,13
2014-2015,DIV,14,Buchanan County ,,,,,N,,,0801,Therapeutic Services,18
2014-2015,DIV,14,Buchanan County ,,,,,,N,Y,0801,Therapeutic Services,14
2014-2015,DIV,14,Buchanan County ,,,,,,N,,0801,Therapeutic Services,20
2014-2015,DIV,14,Buchanan County ,,,,,,,Y,0801,Therapeutic Services,14
2014-2015,DIV,14,Buchanan County ,,,,,,,,0801,Therapeutic Services,20
2014-2015,DIV,14,Buchanan County ,,,5,,,N,,0901,Restaurants and Food/Beverage Services,11
2014-2015,DIV,14,Buchanan County ,,,5,,,,,0901,Restaurants and Food/Beverage Services,11
2014-2015,DIV,14,Buchanan County ,,,,,,N,,0901,Restaurants and Food/Beverage Services,11
2014-2015,DIV,14,Buchanan County ,,,,,,,,0901,Restaurants and Food/Beverage Services,11
2014-2015,DIV,14,Buchanan County ,,,5,,N,N,,1003,Family and Community Services,12
2014-2015,DIV,14,Buchanan County ,,,5,,N,,,1003,Family and Community Services,12
2014-2015,DIV,14,Buchanan County ,,,5,,,N,Y,1003,Family and Community Services,11
2014-2015,DIV,14,Buchanan County ,,,5,,,N,,1003,Family and Community Services,15
2014-2015,DIV,14,Buchanan County ,,,5,,,,Y,1003,Family and Community Services,11
2014-2015,DIV,14,Buchanan County ,,,5,,,,,1003,Family and Community Services,15
2014-2015,DIV,14,Buchanan County ,,,,,N,N,,1003,Family and Community Services,12
2014-2015,DIV,14,Buchanan County ,,,,,N,,,1003,Family and Community Services,12
2014-2015,DIV,14,Buchanan County ,,,,,,N,Y,1003,Family and Community Services,12
2014-2015,DIV,14,Buchanan County ,,,,,,N,,1003,Family and Community Services,16
2014-2015,DIV,14,Buchanan County ,,,,,,,Y,1003,Family and Community Services,12
2014-2015,DIV,14,Buchanan County ,,,,,,,,1003,Family and Community Services,16
2014-2015,DIV,14,Buchanan County ,,,5,M,N,N,,1102,Information Support and Services,12
2014-2015,DIV,14,Buchanan County ,,,5,M,N,,,1102,Information Support and Services,12
2014-2015,DIV,14,Buchanan County ,,,5,M,,N,N,1102,Information Support and Services,12
2014-2015,DIV,14,Buchanan County ,,,5,M,,N,,1102,Information Support and Services,17
2014-2015,DIV,14,Buchanan County ,,,5,M,,,N,1102,Information Support and Services,12
2014-2015,DIV,14,Buchanan County ,,,5,M,,,,1102,Information Support and Services,17
2014-2015,DIV,14,Buchanan County ,,,5,,N,N,,1102,Information Support and Services,14
2014-2015,DIV,14,Buchanan County ,,,5,,N,,,1102,Information Support and Services,14
2014-2015,DIV,14,Buchanan County ,,,5,,,N,N,1102,Information Support and Services,14
2014-2015,DIV,14,Buchanan County ,,,5,,,N,,1102,Information Support and Services,19
2014-2015,DIV,14,Buchanan County ,,,5,,,,N,1102,Information Support and Services,14
2014-2015,DIV,14,Buchanan County ,,,5,,,,,1102,Information Support and Services,19
2014-2015,DIV,14,Buchanan County ,,,,M,N,N,,1102,Information Support and Services,13
2014-2015,DIV,14,Buchanan County ,,,,M,N,,,1102,Information Support and Services,13
2014-2015,DIV,14,Buchanan County ,,,,M,,N,N,1102,Information Support and Services,12
2014-2015,DIV,14,Buchanan County ,,,,M,,N,,1102,Information Support and Services,18
2014-2015,DIV,14,Buchanan County ,,,,M,,,N,1102,Information Support and Services,12
2014-2015,DIV,14,Buchanan County ,,,,M,,,,1102,Information Support and Services,18
2014-2015,DIV,14,Buchanan County ,,,,,N,N,,1102,Information Support and Services,15
2014-2015,DIV,14,Buchanan County ,,,,,N,,,1102,Information Support and Services,15
2014-2015,DIV,14,Buchanan County ,,,,,,N,N,1102,Information Support and Services,14
2014-2015,DIV,14,Buchanan County ,,,,,,N,,1102,Information Support and Services,20
2014-2015,DIV,14,Buchanan County ,,,,,,,N,1102,Information Support and Services,14
2014-2015,DIV,14,Buchanan County ,,,,,,,,1102,Information Support and Services,20
2014-2015,DIV,14,Buchanan County ,,,5,M,,N,,1604,Facility and Mobile Equipment Maintenance,12
2014-2015,DIV,14,Buchanan County ,,,5,M,,,,1604,Facility and Mobile Equipment Maintenance,12
2014-2015,DIV,14,Buchanan County ,,,5,,,N,,1604,Facility and Mobile Equipment Maintenance,13
2014-2015,DIV,14,Buchanan County ,,,5,,,,,1604,Facility and Mobile Equipment Maintenance,13
2014-2015,DIV,14,Buchanan County ,,,,M,,N,,1604,Facility and Mobile Equipment Maintenance,12
2014-2015,DIV,14,Buchanan County ,,,,M,,,,1604,Facility and Mobile Equipment Maintenance,12
2014-2015,DIV,14,Buchanan County ,,,,,,N,,1604,Facility and Mobile Equipment Maintenance,13
2014-2015,DIV,14,Buchanan County ,,,,,,,,1604,Facility and Mobile Equipment Maintenance,13
2014-2015,DIV,14,Buchanan County ,,,5,F,N,N,N,,,48
2014-2015,DIV,14,Buchanan County ,,,5,F,N,N,Y,,,56
2014-2015,DIV,14,Buchanan County ,,,5,F,N,N,,,,104
2014-2015,DIV,14,Buchanan County ,,,5,F,N,,N,,,48
2014-2015,DIV,14,Buchanan County ,,,5,F,N,,Y,,,56
2014-2015,DIV,14,Buchanan County ,,,5,F,N,,,,,104
2014-2015,DIV,14,Buchanan County ,,,5,F,,N,N,,,49
2014-2015,DIV,14,Buchanan County ,,,5,F,,N,Y,,,63
2014-2015,DIV,14,Buchanan County ,,,5,F,,N,,,,112
2014-2015,DIV,14,Buchanan County ,,,5,F,,,N,,,49
2014-2015,DIV,14,Buchanan County ,,,5,F,,,Y,,,63
2014-2015,DIV,14,Buchanan County ,,,5,F,,,,,,112
2014-2015,DIV,14,Buchanan County ,,,5,M,N,N,N,,,32
2014-2015,DIV,14,Buchanan County ,,,5,M,N,N,Y,,,53
2014-2015,DIV,14,Buchanan County ,,,5,M,N,N,,,,85
2014-2015,DIV,14,Buchanan County ,,,5,M,N,,N,,,32
2014-2015,DIV,14,Buchanan County ,,,5,M,N,,Y,,,53
2014-2015,DIV,14,Buchanan County ,,,5,M,N,,,,,85
2014-2015,DIV,14,Buchanan County ,,,5,M,Y,N,,,,20
2014-2015,DIV,14,Buchanan County ,,,5,M,Y,,,,,20
2014-2015,DIV,14,Buchanan County ,,,5,M,,N,N,,,42
2014-2015,DIV,14,Buchanan County ,,,5,M,,N,Y,,,63
2014-2015,DIV,14,Buchanan County ,,,5,M,,N,,,,105
2014-2015,DIV,14,Buchanan County ,,,5,M,,,N,,,42
2014-2015,DIV,14,Buchanan County ,,,5,M,,,Y,,,63
2014-2015,DIV,14,Buchanan County ,,,5,M,,,,,,105
2014-2015,DIV,14,Buchanan County ,,,5,,N,N,N,,,80
2014-2015,DIV,14,Buchanan County ,,,5,,N,N,Y,,,109
2014-2015,DIV,14,Buchanan County ,,,5,,N,N,,,,189
2014-2015,DIV,14,Buchanan County ,,,5,,N,,N,,,80
2014-2015,DIV,14,Buchanan County ,,,5,,N,,Y,,,109
2014-2015,DIV,14,Buchanan County ,,,5,,N,,,,,189
2014-2015,DIV,14,Buchanan County ,,,5,,Y,N,N,,,11
2014-2015,DIV,14,Buchanan County ,,,5,,Y,N,Y,,,17
2014-2015,DIV,14,Buchanan County ,,,5,,Y,N,,,,28
2014-2015,DIV,14,Buchanan County ,,,5,,Y,,N,,,11
2014-2015,DIV,14,Buchanan County ,,,5,,Y,,Y,,,17
2014-2015,DIV,14,Buchanan County ,,,5,,Y,,,,,28
2014-2015,DIV,14,Buchanan County ,,,5,,,N,N,,,91
2014-2015,DIV,14,Buchanan County ,,,5,,,N,Y,,,126
2014-2015,DIV,14,Buchanan County ,,,5,,,N,,,,217
2014-2015,DIV,14,Buchanan County ,,,5,,,,N,,,91
2014-2015,DIV,14,Buchanan County ,,,5,,,,Y,,,126
2014-2015,DIV,14,Buchanan County ,,,5,,,,,,,217
2014-2015,DIV,14,Buchanan County ,,,,F,N,N,N,,,48
2014-2015,DIV,14,Buchanan County ,,,,F,N,N,Y,,,56
2014-2015,DIV,14,Buchanan County ,,,,F,N,N,,,,104
2014-2015,DIV,14,Buchanan County ,,,,F,N,,N,,,48
2014-2015,DIV,14,Buchanan County ,,,,F,N,,Y,,,56
2014-2015,DIV,14,Buchanan County ,,,,F,N,,,,,104
2014-2015,DIV,14,Buchanan County ,,,,F,,N,N,,,49
2014-2015,DIV,14,Buchanan County ,,,,F,,N,Y,,,63
2014-2015,DIV,14,Buchanan County ,,,,F,,N,,,,112
2014-2015,DIV,14,Buchanan County ,,,,F,,,N,,,49
2014-2015,DIV,14,Buchanan County ,,,,F,,,Y,,,63
2014-2015,DIV,14,Buchanan County ,,,,F,,,,,,112
2014-2015,DIV,14,Buchanan County ,,,,M,N,N,N,,,32
2014-2015,DIV,14,Buchanan County ,,,,M,N,N,Y,,,54
2014-2015,DIV,14,Buchanan County ,,,,M,N,N,,,,86
2014-2015,DIV,14,Buchanan County ,,,,M,N,,N,,,33
2014-2015,DIV,14,Buchanan County ,,,,M,N,,Y,,,54
2014-2015,DIV,14,Buchanan County ,,,,M,N,,,,,87
2014-2015,DIV,14,Buchanan County ,,,,M,Y,N,Y,,,11
2014-2015,DIV,14,Buchanan County ,,,,M,Y,N,,,,21
2014-2015,DIV,14,Buchanan County ,,,,M,Y,,Y,,,11
2014-2015,DIV,14,Buchanan County ,,,,M,Y,,,,,21
2014-2015,DIV,14,Buchanan County ,,,,M,,N,N,,,42
2014-2015,DIV,14,Buchanan County ,,,,M,,N,Y,,,65
2014-2015,DIV,14,Buchanan County ,,,,M,,N,,,,107
2014-2015,DIV,14,Buchanan County ,,,,M,,,N,,,43
2014-2015,DIV,14,Buchanan County ,,,,M,,,Y,,,65
2014-2015,DIV,14,Buchanan County ,,,,M,,,,,,108
2014-2015,DIV,14,Buchanan County ,,,,,N,N,N,,,80
2014-2015,DIV,14,Buchanan County ,,,,,N,N,Y,,,110
2014-2015,DIV,14,Buchanan County ,,,,,N,N,,,,190
2014-2015,DIV,14,Buchanan County ,,,,,N,,N,,,81
2014-2015,DIV,14,Buchanan County ,,,,,N,,Y,,,110
2014-2015,DIV,14,Buchanan County ,,,,,N,,,,,191
2014-2015,DIV,14,Buchanan County ,,,,,Y,N,N,,,11
2014-2015,DIV,14,Buchanan County ,,,,,Y,N,Y,,,18
2014-2015,DIV,14,Buchanan County ,,,,,Y,N,,,,29
2014-2015,DIV,14,Buchanan County ,,,,,Y,,N,,,11
2014-2015,DIV,14,Buchanan County ,,,,,Y,,Y,,,18
2014-2015,DIV,14,Buchanan County ,,,,,Y,,,,,29
2014-2015,DIV,14,Buchanan County ,,,,,,N,N,,,91
2014-2015,DIV,14,Buchanan County ,,,,,,N,Y,,,128
2014-2015,DIV,14,Buchanan County ,,,,,,N,,,,219
2014-2015,DIV,14,Buchanan County ,,,,,,,N,,,92
2014-2015,DIV,14,Buchanan County ,,,,,,,Y,,,128
2014-2015,DIV,14,Buchanan County ,,,,,,,,,,220
2014-2015,DIV,15,Buckingham County ,,,,,N,N,,0103,Animal Systems,11
2014-2015,DIV,15,Buckingham County ,,,,,N,,,0103,Animal Systems,11
2014-2015,DIV,15,Buckingham County ,,,,,,N,,0103,Animal Systems,12
2014-2015,DIV,15,Buckingham County ,,,,,,,,0103,Animal Systems,12
2014-2015,DIV,15,Buckingham County ,,,5,M,N,N,,0301,Audio and Video Technology and Film,11
2014-2015,DIV,15,Buckingham County ,,,5,M,N,,,0301,Audio and Video Technology and Film,11
2014-2015,DIV,15,Buckingham County ,,,5,M,,N,,0301,Audio and Video Technology and Film,11
2014-2015,DIV,15,Buckingham County ,,,5,M,,,,0301,Audio and Video Technology and Film,11
2014-2015,DIV,15,Buckingham County ,,,5,,N,N,N,0301,Audio and Video Technology and Film,14
2014-2015,DIV,15,Buckingham County ,,,5,,N,N,,0301,Audio and Video Technology and Film,20
2014-2015,DIV,15,Buckingham County ,,,5,,N,,N,0301,Audio and Video Technology and Film,14
2014-2015,DIV,15,Buckingham County ,,,5,,N,,,0301,Audio and Video Technology and Film,20
2014-2015,DIV,15,Buckingham County ,,,5,,,N,N,0301,Audio and Video Technology and Film,14
2014-2015,DIV,15,Buckingham County ,,,5,,,N,,0301,Audio and Video Technology and Film,20
2014-2015,DIV,15,Buckingham County ,,,5,,,,N,0301,Audio and Video Technology and Film,14
2014-2015,DIV,15,Buckingham County ,,,5,,,,,0301,Audio and Video Technology and Film,20
2014-2015,DIV,15,Buckingham County ,,,,F,N,N,,0301,Audio and Video Technology and Film,11
2014-2015,DIV,15,Buckingham County ,,,,F,N,,,0301,Audio and Video Technology and Film,11
2014-2015,DIV,15,Buckingham County ,,,,F,,N,,0301,Audio and Video Technology and Film,11
2014-2015,DIV,15,Buckingham County ,,,,F,,,,0301,Audio and Video Technology and Film,11
2014-2015,DIV,15,Buckingham County ,,,,M,N,N,,0301,Audio and Video Technology and Film,15
2014-2015,DIV,15,Buckingham County ,,,,M,N,,,0301,Audio and Video Technology and Film,15
2014-2015,DIV,15,Buckingham County ,,,,M,,N,,0301,Audio and Video Technology and Film,15
2014-2015,DIV,15,Buckingham County ,,,,M,,,,0301,Audio and Video Technology and Film,15
2014-2015,DIV,15,Buckingham County ,,,,,N,N,N,0301,Audio and Video Technology and Film,15
2014-2015,DIV,15,Buckingham County ,,,,,N,N,Y,0301,Audio and Video Technology and Film,11
2014-2015,DIV,15,Buckingham County ,,,,,N,N,,0301,Audio and Video Technology and Film,26
2014-2015,DIV,15,Buckingham County ,,,,,N,,N,0301,Audio and Video Technology and Film,15
2014-2015,DIV,15,Buckingham County ,,,,,N,,Y,0301,Audio and Video Technology and Film,11
2014-2015,DIV,15,Buckingham County ,,,,,N,,,0301,Audio and Video Technology and Film,26
2014-2015,DIV,15,Buckingham County ,,,,,,N,N,0301,Audio and Video Technology and Film,15
2014-2015,DIV,15,Buckingham County ,,,,,,N,Y,0301,Audio and Video Technology and Film,11
2014-2015,DIV,15,Buckingham County ,,,,,,N,,0301,Audio and Video Technology and Film,26
2014-2015,DIV,15,Buckingham County ,,,,,,,N,0301,Audio and Video Technology and Film,15
2014-2015,DIV,15,Buckingham County ,,,,,,,Y,0301,Audio and Video Technology and Film,11
2014-2015,DIV,15,Buckingham County ,,,,,,,,0301,Audio and Video Technology and Film,26
2014-2015,DIV,15,Buckingham County ,,,,,N,N,,0702,National Security,12
2014-2015,DIV,15,Buckingham County ,,,,,N,,,0702,National Security,12
2014-2015,DIV,15,Buckingham County ,,,,,,N,,0702,National Security,12
2014-2015,DIV,15,Buckingham County ,,,,,,,,0702,National Security,12
2014-2015,DIV,15,Buckingham County ,,,,F,N,N,,0801,Therapeutic Services,12
2014-2015,DIV,15,Buckingham County ,,,,F,N,,,0801,Therapeutic Services,12
2014-2015,DIV,15,Buckingham County ,,,,F,,N,,0801,Therapeutic Services,12
2014-2015,DIV,15,Buckingham County ,,,,F,,,,0801,Therapeutic Services,12
2014-2015,DIV,15,Buckingham County ,,,,,N,N,,0801,Therapeutic Services,12
2014-2015,DIV,15,Buckingham County ,,,,,N,,,0801,Therapeutic Services,12
2014-2015,DIV,15,Buckingham County ,,,,,,N,,0801,Therapeutic Services,12
2014-2015,DIV,15,Buckingham County ,,,,,,,,0801,Therapeutic Services,12
2014-2015,DIV,15,Buckingham County ,,,3,F,N,N,Y,,,13
2014-2015,DIV,15,Buckingham County ,,,3,F,N,N,,,,18
2014-2015,DIV,15,Buckingham County ,,,3,F,N,,Y,,,13
2014-2015,DIV,15,Buckingham County ,,,3,F,N,,,,,18
2014-2015,DIV,15,Buckingham County ,,,3,F,,N,Y,,,16
2014-2015,DIV,15,Buckingham County ,,,3,F,,N,,,,21
2014-2015,DIV,15,Buckingham County ,,,3,F,,,Y,,,16
2014-2015,DIV,15,Buckingham County ,,,3,F,,,,,,21
2014-2015,DIV,15,Buckingham County ,,,3,,N,N,Y,,,17
2014-2015,DIV,15,Buckingham County ,,,3,,N,N,,,,25
2014-2015,DIV,15,Buckingham County ,,,3,,N,,Y,,,17
2014-2015,DIV,15,Buckingham County ,,,3,,N,,,,,25
2014-2015,DIV,15,Buckingham County ,,,3,,,N,Y,,,22
2014-2015,DIV,15,Buckingham County ,,,3,,,N,,,,31
2014-2015,DIV,15,Buckingham County ,,,3,,,,Y,,,22
2014-2015,DIV,15,Buckingham County ,,,3,,,,,,,31
2014-2015,DIV,15,Buckingham County ,,,5,F,N,N,N,,,17
2014-2015,DIV,15,Buckingham County ,,,5,F,N,N,Y,,,16
2014-2015,DIV,15,Buckingham County ,,,5,F,N,N,,,,33
2014-2015,DIV,15,Buckingham County ,,,5,F,N,,N,,,17
2014-2015,DIV,15,Buckingham County ,,,5,F,N,,Y,,,16
2014-2015,DIV,15,Buckingham County ,,,5,F,N,,,,,33
2014-2015,DIV,15,Buckingham County ,,,5,F,,N,N,,,18
2014-2015,DIV,15,Buckingham County ,,,5,F,,N,Y,,,17
2014-2015,DIV,15,Buckingham County ,,,5,F,,N,,,,35
2014-2015,DIV,15,Buckingham County ,,,5,F,,,N,,,18
2014-2015,DIV,15,Buckingham County ,,,5,F,,,Y,,,17
2014-2015,DIV,15,Buckingham County ,,,5,F,,,,,,35
2014-2015,DIV,15,Buckingham County ,,,5,M,N,N,N,,,20
2014-2015,DIV,15,Buckingham County ,,,5,M,N,N,Y,,,13
2014-2015,DIV,15,Buckingham County ,,,5,M,N,N,,,,33
2014-2015,DIV,15,Buckingham County ,,,5,M,N,,N,,,20
2014-2015,DIV,15,Buckingham County ,,,5,M,N,,Y,,,13
2014-2015,DIV,15,Buckingham County ,,,5,M,N,,,,,33
2014-2015,DIV,15,Buckingham County ,,,5,M,,N,N,,,22
2014-2015,DIV,15,Buckingham County ,,,5,M,,N,Y,,,13
2014-2015,DIV,15,Buckingham County ,,,5,M,,N,,,,35
2014-2015,DIV,15,Buckingham County ,,,5,M,,,N,,,22
2014-2015,DIV,15,Buckingham County ,,,5,M,,,Y,,,13
2014-2015,DIV,15,Buckingham County ,,,5,M,,,,,,35
2014-2015,DIV,15,Buckingham County ,,,5,,N,N,N,,,37
2014-2015,DIV,15,Buckingham County ,,,5,,N,N,Y,,,29
2014-2015,DIV,15,Buckingham County ,,,5,,N,N,,,,66
2014-2015,DIV,15,Buckingham County ,,,5,,N,,N,,,37
2014-2015,DIV,15,Buckingham County ,,,5,,N,,Y,,,29
2014-2015,DIV,15,Buckingham County ,,,5,,N,,,,,66
2014-2015,DIV,15,Buckingham County ,,,5,,,N,N,,,40
2014-2015,DIV,15,Buckingham County ,,,5,,,N,Y,,,30
2014-2015,DIV,15,Buckingham County ,,,5,,,N,,,,70
2014-2015,DIV,15,Buckingham County ,,,5,,,,N,,,40
2014-2015,DIV,15,Buckingham County ,,,5,,,,Y,,,30
2014-2015,DIV,15,Buckingham County ,,,5,,,,,,,70
2014-2015,DIV,15,Buckingham County ,,,,F,N,N,N,,,22
2014-2015,DIV,15,Buckingham County ,,,,F,N,N,Y,,,32
2014-2015,DIV,15,Buckingham County ,,,,F,N,N,,,,54
2014-2015,DIV,15,Buckingham County ,,,,F,N,,N,,,22
2014-2015,DIV,15,Buckingham County ,,,,F,N,,Y,,,32
2014-2015,DIV,15,Buckingham County ,,,,F,N,,,,,54
2014-2015,DIV,15,Buckingham County ,,,,F,,N,N,,,23
